"Date","Currency","Currency Pair","Buying","Selling","Mid Rate"
"23 Nov 2021","US Dollar","USDGHS","5.9088","5.9148","5.9118"
"22 Nov 2021","US Dollar","USDGHS","5.9083","5.9143","5.9113"
"19 Nov 2021","US Dollar","USDGHS","5.9083","5.9143","5.9113"
"18 Nov 2021","US Dollar","USDGHS","5.9083","5.9143","5.9113"
"17 Nov 2021","US Dollar","USDGHS","5.9083","5.9143","5.9113"
"16 Nov 2021","US Dollar","USDGHS","5.9012","5.9072","5.9042"
"15 Nov 2021","US Dollar","USDGHS","5.9007","5.9067","5.9037"
"12 Nov 2021","US Dollar","USDGHS","5.9001","5.9061","5.9031"
"11 Nov 2021","US Dollar","USDGHS","5.8995","5.9055","5.9025"
"10 Nov 2021","US Dollar","USDGHS","5.8995","5.9055","5.9025"
"09 Nov 2021","US Dollar","USDGHS","5.8993","5.9053","5.9023"
"08 Nov 2021","US Dollar","USDGHS","5.8993","5.9053","5.9023"
"05 Nov 2021","US Dollar","USDGHS","5.8985","5.9045","5.9015"
"04 Nov 2021","US Dollar","USDGHS","5.8987","5.9047","5.9017"
"03 Nov 2021","US Dollar","USDGHS","5.8982","5.9042","5.9012"
"02 Nov 2021","US Dollar","USDGHS","5.8982","5.9042","5.9012"
"01 Nov 2021","US Dollar","USDGHS","5.8979","5.9039","5.9009"
"29 Oct 2021","US Dollar","USDGHS","5.8979","5.9039","5.9009"
"28 Oct 2021","US Dollar","USDGHS","5.8974","5.9034","5.9004"
"27 Oct 2021","US Dollar","USDGHS","5.8970","5.9028","5.8999"
"26 Oct 2021","US Dollar","USDGHS","5.8970","5.9028","5.8999"
"25 Oct 2021","US Dollar","USDGHS","5.8971","5.9031","5.9001"
"22 Oct 2021","US Dollar","USDGHS","5.8920","5.8978","5.8949"
"21 Oct 2021","US Dollar","USDGHS","5.8818","5.8876","5.8847"
"20 Oct 2021","US Dollar","USDGHS","5.8808","5.8866","5.8837"
"19 Oct 2021","US Dollar","USDGHS","5.8798","5.8856","5.8827"
"18 Oct 2021","US Dollar","USDGHS","5.8793","5.8851","5.8822"
"15 Oct 2021","US Dollar","USDGHS","5.8793","5.8851","5.8822"
"14 Oct 2021","US Dollar","USDGHS","5.8773","5.8831","5.8802"
"13 Oct 2021","US Dollar","USDGHS","5.8773","5.8831","5.8802"
"12 Oct 2021","US Dollar","USDGHS","5.8669","5.8727","5.8698"
"11 Oct 2021","US Dollar","USDGHS","5.8659","5.8717","5.8688"
"08 Oct 2021","US Dollar","USDGHS","5.8659","5.8717","5.8688"
"07 Oct 2021","US Dollar","USDGHS","5.8649","5.8707","5.8678"
"06 Oct 2021","US Dollar","USDGHS","5.8649","5.8707","5.8678"
"05 Oct 2021","US Dollar","USDGHS","5.8644","5.8702","5.8673"
"04 Oct 2021","US Dollar","USDGHS","5.8644","5.8702","5.8673"
"01 Oct 2021","US Dollar","USDGHS","5.8634","5.8692","5.8663"
"30 Sep 2021","US Dollar","USDGHS","5.8634","5.8692","5.8663"
"29 Sep 2021","US Dollar","USDGHS","5.8624","5.8682","5.8653"
"28 Sep 2021","US Dollar","USDGHS","5.8624","5.8682","5.8653"
"27 Sep 2021","US Dollar","USDGHS","5.8614","5.8672","5.8643"
"24 Sep 2021","US Dollar","USDGHS","5.8614","5.8672","5.8643"
"23 Sep 2021","US Dollar","USDGHS","5.8594","5.8652","5.8623"
"22 Sep 2021","US Dollar","USDGHS","5.8599","5.8657","5.8628"
"20 Sep 2021","US Dollar","USDGHS","5.8601","5.8659","5.8630"
"17 Sep 2021","US Dollar","USDGHS","5.8601","5.8659","5.8630"
"16 Sep 2021","US Dollar","USDGHS","5.8545","5.8603","5.8574"
"15 Sep 2021","US Dollar","USDGHS","5.8543","5.8601","5.8572"
"14 Sep 2021","US Dollar","USDGHS","5.8538","5.8596","5.8567"
"13 Sep 2021","US Dollar","USDGHS","5.8532","5.8590","5.8561"
"10 Sep 2021","US Dollar","USDGHS","5.8532","5.8590","5.8561"
"09 Sep 2021","US Dollar","USDGHS","5.8532","5.8590","5.8561"
"08 Sep 2021","US Dollar","USDGHS","5.8533","5.8591","5.8562"
"07 Sep 2021","US Dollar","USDGHS","5.8535","5.8593","5.8564"
"06 Sep 2021","US Dollar","USDGHS","5.8535","5.8593","5.8564"
"03 Sep 2021","US Dollar","USDGHS","5.8535","5.8593","5.8564"
"02 Sep 2021","US Dollar","USDGHS","5.8485","5.8543","5.8514"
"01 Sep 2021","US Dollar","USDGHS","5.8483","5.8541","5.8512"
"31 Aug 2021","US Dollar","USDGHS","5.8488","5.8546","5.8517"
"30 Aug 2021","US Dollar","USDGHS","5.8473","5.8531","5.8502"
"27 Aug 2021","US Dollar","USDGHS","5.8473","5.8531","5.8502"
"26 Aug 2021","US Dollar","USDGHS","5.8306","5.8364","5.8335"
"25 Aug 2021","US Dollar","USDGHS","5.8306","5.8364","5.8335"
"24 Aug 2021","US Dollar","USDGHS","5.8307","5.8365","5.8336"
"23 Aug 2021","US Dollar","USDGHS","5.8307","5.8365","5.8336"
"20 Aug 2021","US Dollar","USDGHS","5.8307","5.8365","5.8336"
"19 Aug 2021","US Dollar","USDGHS","5.8242","5.8300","5.8271"
"18 Aug 2021","US Dollar","USDGHS","5.8232","5.8290","5.8261"
"17 Aug 2021","US Dollar","USDGHS","5.8232","5.8290","5.8261"
"16 Aug 2021","US Dollar","USDGHS","5.8202","5.8260","5.8231"
"13 Aug 2021","US Dollar","USDGHS","5.8192","5.8250","5.8221"
"12 Aug 2021","US Dollar","USDGHS","5.8192","5.8250","5.8221"
"11 Aug 2021","US Dollar","USDGHS","5.8172","5.8230","5.8201"
"10 Aug 2021","US Dollar","USDGHS","5.8174","5.8232","5.8203"
"09 Aug 2021","US Dollar","USDGHS","5.8174","5.8232","5.8203"
"06 Aug 2021","US Dollar","USDGHS","5.8174","5.8232","5.8203"
"05 Aug 2021","US Dollar","USDGHS","5.7995","5.8053","5.8024"
"03 Aug 2021","US Dollar","USDGHS","5.7997","5.8055","5.8026"
"02 Aug 2021","US Dollar","USDGHS","5.7992","5.8050","5.8021"
"30 Jul 2021","US Dollar","USDGHS","5.7982","5.8040","5.8011"
"29 Jul 2021","US Dollar","USDGHS","5.7982","5.8040","5.8011"
"28 Jul 2021","US Dollar","USDGHS","5.7972","5.8030","5.8001"
"27 Jul 2021","US Dollar","USDGHS","5.7974","5.8032","5.8003"
"26 Jul 2021","US Dollar","USDGHS","5.7974","5.8032","5.8003"
"23 Jul 2021","US Dollar","USDGHS","5.7974","5.8032","5.8003"
"22 Jul 2021","US Dollar","USDGHS","5.7934","5.7992","5.7963"
"21 Jul 2021","US Dollar","USDGHS","5.7936","5.7994","5.7965"
"19 Jul 2021","US Dollar","USDGHS","5.7934","5.7992","5.7963"
"16 Jul 2021","US Dollar","USDGHS","5.7936","5.7994","5.7965"
"15 Jul 2021","US Dollar","USDGHS","5.7791","5.7849","5.7820"
"14 Jul 2021","US Dollar","USDGHS","5.7781","5.7839","5.7810"
"13 Jul 2021","US Dollar","USDGHS","5.7781","5.7839","5.7810"
"12 Jul 2021","US Dollar","USDGHS","5.7771","5.7829","5.7800"
"09 Jul 2021","US Dollar","USDGHS","5.7773","5.7831","5.7802"
"08 Jul 2021","US Dollar","USDGHS","5.7651","5.7709","5.7680"
"07 Jul 2021","US Dollar","USDGHS","5.7621","5.7679","5.7650"
"06 Jul 2021","US Dollar","USDGHS","5.7611","5.7669","5.7640"
"05 Jul 2021","US Dollar","USDGHS","5.7612","5.7670","5.7641"
"02 Jul 2021","US Dollar","USDGHS","5.7612","5.7670","5.7641"
"01 Jul 2021","US Dollar","USDGHS","5.7602","5.7660","5.7631"
"30 Jun 2021","US Dollar","USDGHS","5.7597","5.7655","5.7626"
"29 Jun 2021","US Dollar","USDGHS","5.7584","5.7642","5.7613"
"28 Jun 2021","US Dollar","USDGHS","5.7569","5.7627","5.7598"
"25 Jun 2021","US Dollar","USDGHS","5.7513","5.7571","5.7542"
"24 Jun 2021","US Dollar","USDGHS","5.7513","5.7571","5.7542"
"23 Jun 2021","US Dollar","USDGHS","5.7513","5.7571","5.7542"
"22 Jun 2021","US Dollar","USDGHS","5.7503","5.7561","5.7532"
"21 Jun 2021","US Dollar","USDGHS","5.7488","5.7546","5.7517"
"18 Jun 2021","US Dollar","USDGHS","5.7483","5.7541","5.7512"
"17 Jun 2021","US Dollar","USDGHS","5.7483","5.7541","5.7512"
"16 Jun 2021","US Dollar","USDGHS","5.7483","5.7541","5.7512"
"15 Jun 2021","US Dollar","USDGHS","5.7485","5.7543","5.7514"
"14 Jun 2021","US Dollar","USDGHS","5.7485","5.7543","5.7514"
"11 Jun 2021","US Dollar","USDGHS","5.7486","5.7544","5.7515"
"10 Jun 2021","US Dollar","USDGHS","5.7488","5.7546","5.7517"
"09 Jun 2021","US Dollar","USDGHS","5.7483","5.7541","5.7512"
"08 Jun 2021","US Dollar","USDGHS","5.7483","5.7541","5.7512"
"07 Jun 2021","US Dollar","USDGHS","5.7473","5.7531","5.7502"
"04 Jun 2021","US Dollar","USDGHS","5.7441","5.7499","5.7470"
"03 Jun 2021","US Dollar","USDGHS","5.7441","5.7499","5.7470"
"02 Jun 2021","US Dollar","USDGHS","5.7443","5.7501","5.7472"
"01 Jun 2021","US Dollar","USDGHS","5.7443","5.7501","5.7472"
"31 May 2021","US Dollar","USDGHS","5.7444","5.7502","5.7473"
"28 May 2021","US Dollar","USDGHS","5.7387","5.7445","5.7416"
"27 May 2021","US Dollar","USDGHS","5.7331","5.7389","5.7360"
"26 May 2021","US Dollar","USDGHS","5.7331","5.7389","5.7360"
"25 May 2021","US Dollar","USDGHS","5.7316","5.7374","5.7345"
"24 May 2021","US Dollar","USDGHS","5.7296","5.7354","5.7325"
"21 May 2021","US Dollar","USDGHS","5.7286","5.7344","5.7315"
"20 May 2021","US Dollar","USDGHS","5.7286","5.7344","5.7315"
"19 May 2021","US Dollar","USDGHS","5.7276","5.7334","5.7305"
"18 May 2021","US Dollar","USDGHS","5.7276","5.7334","5.7305"
"17 May 2021","US Dollar","USDGHS","5.7276","5.7334","5.7305"
"14 May 2021","US Dollar","USDGHS","5.7278","5.7336","5.7307"
"12 May 2021","US Dollar","USDGHS","5.7278","5.7336","5.7307"
"11 May 2021","US Dollar","USDGHS","5.7280","5.7338","5.7309"
"10 May 2021","US Dollar","USDGHS","5.7282","5.7340","5.7311"
"07 May 2021","US Dollar","USDGHS","5.7287","5.7345","5.7316"
"06 May 2021","US Dollar","USDGHS","5.7289","5.7347","5.7318"
"05 May 2021","US Dollar","USDGHS","5.7289","5.7347","5.7318"
"04 May 2021","US Dollar","USDGHS","5.7291","5.7349","5.7320"
"30 Apr 2021","US Dollar","USDGHS","5.7293","5.7351","5.7322"
"29 Apr 2021","US Dollar","USDGHS","5.7283","5.7341","5.7312"
"28 Apr 2021","US Dollar","USDGHS","5.7288","5.7346","5.7317"
"27 Apr 2021","US Dollar","USDGHS","5.7288","5.7346","5.7317"
"26 Apr 2021","US Dollar","USDGHS","5.7278","5.7336","5.7307"
"23 Apr 2021","US Dollar","USDGHS","5.7280","5.7338","5.7309"
